Guam,WPR,"159,444",,IPT,2HRZE/4HR,IPT,2HRZE/4HR,,XDR-TB treatment regimens,Drug proportion of regimen,Proportional impact per drug,190.0,120.0,,63,1,34.00%,41,1,40,1.59%,98.41%,96.72,1.54,95.19,0.00,0.00,65.90%,65.90%,0.00,0.00,21.18,2,0.00%,0,0.00%,,,19.40%,37,2,5.43%,0.00,0.00,0.00,0.00,0.00,2.10,3,1,38.00%,0.00,0.00,0.00,,,,,5.08%,13.36%,0.84%,2.79%,34%,5.26%,60.73%,40%,6.27%,53.24%,,,,0.00%,A
Guatemala,AMR,"14,630,417","48,853.10",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,Cs+ Km(or)Amk(or)Cm+Lfx(or)Mfx(or)Gfx(or)Ofx,,,"16,000.0","4,200.0",63%,"2,121",255,63.00%,"2,646",318,"2,328",12.02%,87.98%,"3,108.00",373.66,"2,734.34","4,346.34","31,804.96",65.90%,65.90%,"3,924.21","43,906.71",993.72,,3.00%,18,26.00%,,69.23,26.00%,"4,160",15,0.36%,"11,558.64",10.02,2.57,0.40,7.06,98.28,374,142,38.00%,"1,143.16",47.01,"47,887.95",16.10%,26.50%,1.50%,3.00%,16.10%,26.50%,1.50%,3.00%,24%,3.72%,72.27%,39%,6.09%,54.59%,25.60%,3.96%,70.44%,100.00%,A
Guinea,AFR,"10,794,170","133,856.00",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,Cs,0.33,"9,751.69","30,000.0","20,000.0",51%,"5,776","1,483",51.00%,"10,200","2,619","7,581",25.68%,74.32%,"19,330.59","4,963.17","14,367.42","33,217.50","96,158.28",65.90%,65.90%,"29,991.32","132,746.41",609.16,5,0.60%,26,28.00%,833.33,92.86,3.35%,"1,004",31,3.09%,"4,077.00",30.66,8.72,1.35,20.59,60.25,90,34,38.00%,403.22,16.58,"162,784.97",,,,,10.53%,10.45%,1.50%,2.12%,28%,4.37%,67.43%,39%,6.09%,54.59%,28.44%,4.40%,67.16%,100.00%,A
Guinea-Bissau,AFR,"1,555,880","26,857.80",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,"Km, Amk, or Cm",0.11,"3,250.56","7,600.0","6,100.0",46%,"1,046",396,46.00%,"2,806","1,062","1,744",37.86%,62.14%,"4,916.63","1,861.36","3,055.27","8,195.43","13,452.09",65.90%,65.90%,"7,399.46","18,570.59","1,076.87",,1.90%,,20.00%,,,19.40%,"1,474",,0.00%,"4,741.36",0.00,0.00,0.00,0.00,106.50,133,50,38.00%,468.93,19.28,"25,989.34",,,,,10.53%,10.45%,1.50%,2.12%,28%,4.37%,67.43%,39%,6.09%,54.59%,29.17%,4.52%,66.32%,100.00%,A
Guyana,AMR,"746,556","3,352.02",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,"Lfx, Mfx, Gfx, or Ofx",0.08,"2,437.92",970.0,890.0,88%,734,209,88.00%,783,223,560,28.47%,71.53%,717.34,204.26,513.09,769.30,"1,932.45",65.90%,65.90%,694.58,"2,667.74",157.12,0,2.20%,0,14.00%,,,19.40%,188,,0.00%,591.75,0.00,0.00,0.00,0.00,15.54,17,6,38.00%,58.52,2.41,"3,364.73",,,,,5.44%,11.74%,0.83%,2.16%,34%,5.19%,61.26%,41%,6.27%,53.22%,34.49%,5.34%,60.17%,100.00%,B
Haiti,AMR,"9,999,617","182,214.00",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,"29,000.0","23,000.0",67%,"9,518","1,892",67.00%,"15,410","3,063","12,347",19.88%,80.12%,"20,488.88","4,072.81","16,416.08","32,266.18","130,053.86",65.90%,65.90%,"29,132.40","179,539.21","2,285.12",2,2.20%,36,14.00%,90.91,257.14,10.92%,"3,166",39,1.23%,"18,103.50",53.84,18.57,2.88,32.39,226.00,285,108,38.00%,"1,790.46",73.63,"208,799.08",,,,,5.44%,11.74%,0.83%,2.16%,34%,5.19%,61.26%,41%,6.27%,53.22%,34.49%,5.34%,60.17%,100.00%,B
Honduras,AMR,"8,194,778","15,566.70",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,"5,700.0","3,500.0",54%,"1,557",201,54.00%,"1,890",244,"1,646",12.91%,87.09%,"3,080.00",397.61,"2,682.39","1,768.43","11,930.27",65.90%,65.90%,"1,596.67","16,469.73",382.20,0,1.80%,9,12.00%,,75.00,12.00%,684,9,1.32%,"1,699.88",5.40,1.94,0.30,3.16,37.80,62,23,38.00%,168.12,6.91,"18,078.71",4.10%,12.30%,1.10%,1.80%,4.10%,12.30%,1.10%,1.80%,35%,5.47%,59.22%,40%,6.20%,53.78%,35.93%,5.56%,58.51%,100.00%,B
Hungary,EUR,"10,000,023","7,416.23",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,"2,500.0","1,800.0",,1,1,34.00%,612,612,0,100.00%,0.00%,"1,739.62","1,739.62",0.00,"7,167.46",0.00,65.90%,65.90%,"6,471.34",0.00,54.95,12,2.50%,7,8.10%,480.00,86.42,3.35%,84,19,22.66%,226.38,13.81,3.89,0.60,9.32,5.43,8,3,38.00%,22.39,0.92,"6,486.07",,,,,14.08%,20.62%,2.88%,4.78%,25%,3.93%,70.68%,37%,5.74%,57.16%,28.15%,4.36%,67.50%,100.00%,A
Iceland,EUR,"318,041",55.76,IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,19.0,25.0,95%,21,1,95.00%,24,1,23,4.76%,95.24%,20.15,0.96,19.19,2.14,42.80,65.90%,65.90%,1.93,59.09,4.41,0,0.00%,0,0.00%,,,19.40%,4,0,0.00%,9.84,0.00,0.00,0.00,0.00,0.44,0,0,38.00%,0.97,0.04,61.06,0.00%,0.00%,0.00%,0.00%,14.08%,20.62%,2.88%,4.78%,25%,3.93%,70.68%,37%,5.74%,57.16%,,,,0.00%,A
India,SEA,"1,230,980,691","15,546,900.00",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,"3,200,000.0","3,050,000.0",32%,"480,752","41,476",32.00%,"976,000","84,203","891,797",8.63%,91.37%,"2,458,314.30","212,086.57","2,246,227.73","1,081,078.27","11,449,796.02",65.90%,65.90%,"976,080.87","15,806,431.41","538,433.99",,2.20%,,15.00%,,,19.40%,"620,785",2182,0.35%,"2,744,583.39","2,319.18",681.00,105.43,"1,532.75","53,251.71","55,871","21,231",38.00%,"271,442.31","11,163.21","16,795,994.68",,,,,11.07%,19.30%,0.87%,1.70%,28%,4.29%,67.97%,40%,6.26%,53.29%,29.36%,4.55%,66.09%,100.00%,A
Indonesia,SEA,"242,524,123","5,843,680.00",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,"680,000.0","1,000,000.0",1%,"2,751","1,106",0.90%,"9,000","3,618","5,382",40.20%,59.80%,"880,000.00","353,791.35","526,208.65","2,067,443.43","3,074,994.97",65.90%,65.90%,"1,866,647.43","4,245,027.34","109,200.00",0,1.90%,182,12.00%,,"1,516.67",12.00%,"81,600",142,0.17%,"638,129.86",266.74,88.29,13.67,164.78,"10,800.00","7,344","2,791",38.00%,"63,111.74","2,595.50","6,114,537.01",6.80%,11.70%,0.00%,2.00%,6.80%,11.70%,0.87%,2.00%,32%,4.94%,63.12%,40%,6.26%,53.29%,33.10%,5.12%,61.78%,100.00%,A
Iran,EMR,"74,567,511","60,518.80",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,,"13,000.0",8%,904,254,8.40%,"1,092",307,785,28.10%,71.90%,"10,478.06","2,944.06","7,534.00","13,705.45","35,072.99",65.90%,65.90%,"12,374.33","48,418.23","2,294.96",17,,41,,,,19.40%,0,58,100.00%,"10,683.73","4,930.95",0.00,0.00,0.00,226.97,0,0,38.00%,"1,056.63",43.45,"65,766.97",,,,,23.28%,32.34%,1.24%,1.45%,20%,3.12%,76.72%,40%,6.16%,54.06%,,,,0.00%,A
Iraq,EMR,"30,762,701","61,338.50",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,"23,000.0","14,000.0",66%,"6,711",1,66.00%,"9,240",1,"9,239",0.01%,99.99%,"11,200.00",1.67,"11,198.33",7.31,"49,063.49",65.90%,65.90%,6.60,"67,732.09","2,548.00",0,3.70%,110,20.00%,,550.00,20.00%,"4,600",50,1.09%,"11,163.61",29.28,6.80,1.05,21.42,252.00,414,157,38.00%,"1,104.09",45.41,"67,813.38",,,,,23.28%,32.34%,1.24%,1.45%,20%,3.12%,76.72%,40%,6.16%,54.06%,23.22%,3.60%,73.18%,100.00%,A
Ireland,EUR,"4,560,155","1,063.26",IPT,2HRZE/4HR,,2HRZE/4HR,,Legend,,,590.0,450.0,23%,98,15,23.00%,104,16,88,15.31%,84.69%,443.25,67.84,375.41,160.30,887.01,65.90%,65.90%,144.73,"1,224.51",6.14,2,1.50%,0,0.00%,133.33,,1.50%,9,2,22.60%,14.51,0.88,0.33,0.05,0.50,0.61,1,0,38.00%,1.44,0.06,"1,370.19",0.00%,10.00%,,,14.08%,10.00%,2.88%,4.78%,25%,3.93%,70.68%,37%,5.74%,57.16%,37.09%,5.74%,57.16%,100.00%,A
Israel,EUR,"7,623,600","1,184.35",IPT,2HRZE/4HR,,2HRZE/4HR,,Drug Abbreviation,Drug Name,Source,560.0,390.0,90%,308,13,90.00%,351,15,336,4.22%,95.78%,375.18,15.84,359.34,48.09,"1,091.26",65.90%,65.90%,43.42,"1,506.48",13.49,12,3.80%,0,100.00%,315.79,,3.80%,21,12,56.39%,40.95,7.60,1.97,0.31,5.32,1.33,2,1,38.00%,4.05,0.17,"1,557.66",0.00%,0.00%,0.50%,0.50%,14.08%,20.62%,0.50%,0.50%,25%,3.93%,70.68%,41%,6.37%,52.51%,25.96%,4.02%,70.02%,100.00%,A
Italy,EUR,"59,277,417","12,100.20",IPT,,,,,2HRZE/4HR,Standard 6-month first-line regimen,https://docs.google.com/file/d/0B4C8QSR3KjbYdmZ0Y1JmTFB6VDA/edit,"5,800.0","5,200.0",,,,34.00%,"1,768",407,"1,361",23.00%,77.00%,"4,977.29","1,144.78","3,832.52","2,663.85","8,918.12",65.90%,65.90%,"2,405.13","12,311.45",202.66,23,2.60%,29,8.80%,884.62,329.55,4.28%,248,,0.00%,471.59,0.00,0.00,0.00,0.00,20.04,22,8,38.00%,46.64,1.92,"14,718.51",8.90%,17.70%,0.60%,1.60%,8.90%,17.70%,0.60%,1.60%,30%,4.60%,65.68%,41%,6.34%,52.73%,32.28%,5.00%,62.72%,100.00%,A
Jamaica,AMR,"2,817,210",814.09,IPT,2HRZE/4HR,IPT,2HRZE/4HR,,Amk,Amikacin,https://docs.google.com/file/d/0B4C8QSR3KjbYZWdtaW04cUtUTkNyYWpQT25YZ1ZXdw/edit,240.0,160.0,87%,128,30,87.00%,139,33,107,23.44%,76.56%,128.96,30.23,98.74,153.79,502.37,65.90%,65.90%,138.85,693.53,28.25,0,2.40%,1,0.00%,,,19.40%,47,1,2.15%,143.72,0.75,0.30,0.05,0.40,2.79,4,2,38.00%,14.21,0.58,833.71,,,,,5.44%,11.74%,0.83%,2.16%,34%,5.19%,61.26%,41%,6.27%,53.22%,40.51%,6.27%,53.22%,100.00%,B
Japan,WPR,"128,070,000","96,562.60",IPT,2HRZE/4HR,,2HRZE/4HR,,Amx,Amoxicillin,https://docs.google.com/file/d/0B4C8QSR3KjbYZWdtaW04cUtUTkNyYWpQT25YZ1ZXdw/edit,"35,000.0","26,000.0",52%,"12,098",53,52.00%,"13,520",59,"13,461",0.44%,99.56%,"25,711.71",112.64,"25,599.07",418.34,"95,073.56",65.90%,65.90%,377.71,"131,248.95",262.35,41,0.70%,27,9.80%,"5,857.14",275.51,1.11%,388,,0.00%,974.34,0.00,0.00,0.00,0.00,25.95,35,13,38.00%,96.36,3.96,"131,630.62",4.60%,9.80%,0.40%,0.70%,4.60%,9.80%,0.40%,0.70%,35%,5.36%,60.00%,41%,6.40%,52.29%,35.08%,5.43%,59.49%,100.00%,A
Jordan,EMR,"7,182,390","2,557.98",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,Cfz,Clofazimine,https://docs.google.com/file/d/0B4C8QSR3KjbYZWdtaW04cUtUTkNyYWpQT25YZ1ZXdw/edit,520.0,420.0,99%,352,0,99.00%,416,0,416,0.00%,100.00%,382.55,0.00,382.55,0.00,"2,329.87",65.90%,65.90%,0.00,"3,216.38",34.08,5,6.30%,3,29.00%,79.37,10.34,8.92%,46,10,21.56%,207.58,11.98,2.78,0.43,8.77,3.37,4,2,38.00%,20.53,0.84,"3,229.21",23.30%,40.00%,2.70%,"5.4%,",23.30%,40.00%,2.70%,"5.4%,",20%,3.12%,76.73%,37%,5.79%,56.85%,23.22%,3.59%,73.18%,100.00%,A
Kazakhstan,EUR,"16,321,581","129,006.00",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,Clr,Clarithromycin,https://docs.google.com/file/d/0B4C8QSR3KjbYZWdtaW04cUtUTkNyYWpQT25YZ1ZXdw/edit,"25,000.0","24,000.0",84%,"23,854",333,84.00%,"20,160",281,"19,879",1.40%,98.60%,"15,091.79",210.68,"14,881.11","1,132.46","79,989.69",65.90%,65.90%,"1,022.47","110,425.68","8,106.47",1408,25.00%,2099,55.00%,"5,632.00","3,816.36",37.12%,"9,279",4808,51.81%,"43,574.30","7,212.36","2,094.78",324.31,"4,793.27",801.74,835,317,38.00%,"4,309.55",177.23,"118,837.74",,,,,14.08%,20.62%,2.88%,4.78%,25%,3.93%,70.68%,37%,5.74%,57.16%,29.04%,4.50%,66.46%,100.00%,A
Kenya,AFR,"41,350,152","494,163.00",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,Clv,Clavulanate,https://docs.google.com/file/d/0B4C8QSR3KjbYZWdtaW04cUtUTkNyYWpQT25YZ1ZXdw/edit,"120,000.0","121,000.0",91%,"96,930","40,069",91.00%,"110,110","45,517","64,593",41.34%,58.66%,"105,270.00","43,516.60","61,753.40","177,721.42","252,200.39",65.90%,65.90%,"160,460.61","348,162.38","14,314.30",,2.60%,103,13.00%,,792.31,13.00%,"15,600",118,0.76%,"58,459.48",106.51,32.01,4.96,69.54,"1,415.70","1,404",534,38.00%,"5,781.71",237.78,"508,967.27",,,,,10.53%,10.45%,1.50%,2.12%,28%,4.37%,67.43%,39%,6.09%,54.59%,30.06%,4.65%,65.29%,100.00%,A
Kiribati,WPR,"102,652","1,194.49",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,Cm,Capreomycin,https://docs.google.com/file/d/0B4C8QSR3KjbYZWdtaW04cUtUTkNyYWpQT25YZ1ZXdw/edit,410.0,360.0,54%,159,0,54.00%,194,0,194,0.00%,100.00%,290.16,0.00,290.16,0.00,962.76,65.90%,65.90%,0.00,"1,329.10",63.55,0,4.50%,0,24.00%,,,19.40%,80,0,0.00%,210.87,0.00,0.00,0.00,0.00,6.29,7,3,38.00%,20.86,0.86,"1,329.95",,,,,5.08%,13.36%,0.84%,2.79%,34%,5.26%,60.73%,40%,6.27%,53.24%,35.03%,5.42%,59.55%,100.00%,A
Kuwait,EMR,"2,998,083","2,795.38",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,Cs,Cycloserine,https://docs.google.com/file/d/0B4C8QSR3KjbYZWdtaW04cUtUTkNyYWpQT25YZ1ZXdw/edit,"1,700.0","1,100.0",100%,957,3,100.00%,"1,100",3,"1,097",0.31%,99.69%,"1,092.52",3.42,"1,089.10",8.70,"2,767.67",65.90%,65.90%,7.86,"3,820.76",6.81,5,0.68%,0,0.00%,735.29,,0.68%,12,5,43.25%,17.30,2.27,0.90,0.14,1.23,0.67,1,0,38.00%,1.71,0.07,"3,830.96",,,,,23.28%,32.34%,1.24%,1.45%,20%,3.12%,76.72%,40%,6.16%,54.06%,39.78%,6.16%,54.06%,100.00%,A
Kyrgyzstan,EUR,"5,447,900","36,448.60",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,E (or EMB),Ethambutol,https://docs.google.com/file/d/0B4C8QSR3KjbYeEhzNXdSUzBTNGlyTHIxcmc4MGdRQQ/edit,"10,000.0","7,900.0",3%,183,183,2.90%,229,229,0,100.00%,0.00%,"5,028.63","5,028.63",0.00,"23,200.82",0.00,65.90%,65.90%,"20,947.49",0.00,"2,612.95",225,26.00%,264,55.00%,865.38,480.00,36.35%,"3,635",566,15.57%,"12,055.48",486.96,141.92,21.97,323.07,258.42,327,124,38.00%,"1,192.30",49.03,"21,483.48",,,,,14.08%,20.62%,2.88%,4.78%,25%,3.93%,70.68%,37%,5.74%,57.16%,29.14%,4.51%,66.34%,100.00%,A
Lao People's Democratic Republic,WPR,"6,246,274","85,173.50",IPT,,IPT,,,Eto,Ethionamide,https://docs.google.com/file/d/0B4C8QSR3KjbYZWdtaW04cUtUTkNyYWpQT25YZ1ZXdw/edit,"36,000.0","14,000.0",38%,"1,533",182,38.00%,"5,320",632,"4,688",11.87%,88.13%,"11,284.07","1,339.66","9,944.40","8,150.26","60,499.98",65.90%,65.90%,"7,358.68","83,520.16","2,471.50",,4.50%,,24.00%,,,19.40%,"6,984",2,0.03%,"15,036.17",1.03,0.36,0.06,0.62,244.43,629,239,38.00%,"1,487.09",61.16,"90,941.04",,,,,5.08%,13.36%,0.84%,2.79%,34%,5.26%,60.73%,40%,6.27%,53.24%,35.03%,5.42%,59.55%,100.00%,A
Latvia,EUR,"2,097,555","4,608.25",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,Gfx,Gatifloxacin,https://docs.google.com/file/d/0B4C8QSR3KjbYZWdtaW04cUtUTkNyYWpQT25YZ1ZXdw/edit,"1,200.0","1,100.0",85%,794,71,85.00%,935,84,851,8.94%,91.06%,981.89,87.80,894.09,367.83,"3,745.63",65.90%,65.90%,332.10,"5,170.83",107.48,64,8.80%,24,26.00%,727.27,92.31,10.74%,129,87,67.52%,450.27,107.96,21.61,3.35,83.00,10.63,12,4,38.00%,44.53,1.83,"5,612.72",31.90%,36.30%,9.40%,"10.8%,",31.90%,36.30%,9.40%,"10.8%,",17%,2.62%,80.49%,29%,4.53%,66.23%,20.02%,3.10%,76.88%,100.00%,A
Lebanon,EMR,"4,337,141","3,456.19",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,H (or INH),Isoniazid,https://docs.google.com/file/d/0B4C8QSR3KjbYeEhzNXdSUzBTNGlyTHIxcmc4MGdRQQ/edit,810.0,590.0,52%,269,7,52.00%,307,8,299,2.60%,97.40%,569.25,14.81,554.44,86.78,"3,247.88",65.90%,65.90%,78.35,"4,483.69",18.88,2,1.10%,5,29.00%,181.82,17.24,3.52%,28,7,24.58%,110.60,7.40,1.33,0.21,5.86,1.87,3,1,38.00%,10.94,0.45,"4,569.88",31.30%,62.50%,0.50%,1.10%,31.30%,62.50%,0.50%,1.10%,17%,2.65%,80.27%,41%,6.37%,52.51%,17.97%,2.78%,79.25%,100.00%,A
Lesotho,AFR,"2,040,551","93,970.30",IPT,2HRZE/4HR,,2HRZE/4HR,,Ipm,Imipenem,https://docs.google.com/file/d/0B4C8QSR3KjbYZWdtaW04cUtUTkNyYWpQT25YZ1ZXdw/edit,"16,000.0","23,000.0",84%,"11,005","8,459",84.00%,"19,320","14,850","4,470",76.87%,23.13%,"18,538.11","14,249.33","4,288.78","58,217.98","17,522.52",65.90%,65.90%,"52,563.69","24,189.82","4,060.32",,0.90%,,5.70%,,,19.40%,"3,104",117,3.77%,"16,589.12",152.84,45.42,7.03,100.39,401.57,279,106,38.00%,"1,640.68",67.47,"76,973.82",,,,,10.53%,10.45%,1.50%,2.12%,28%,4.37%,67.43%,39%,6.09%,54.59%,29.72%,4.60%,65.68%,100.00%,A
Liberia,AFR,"3,948,125","94,919.50",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,IPT,Isoniazid Preventive Treatment,https://docs.google.com/file/d/0B4C8QSR3KjbYNGV1Z2steFVyejQ/edit,"17,000.0","12,000.0",53%,"3,533",283,53.00%,"6,360",509,"5,851",8.01%,91.99%,"9,672.06",774.75,"8,897.31","6,128.24","70,377.32",65.90%,65.90%,"5,533.05","97,155.82","2,118.43",0,1.90%,0,20.00%,,,19.40%,"3,298",0,0.00%,"16,756.68",0.00,0.00,0.00,0.00,209.51,297,113,38.00%,"1,657.25",68.16,"102,757.02",,,,,10.53%,10.45%,1.50%,2.12%,28%,4.37%,67.43%,39%,6.09%,54.59%,29.17%,4.52%,66.32%,100.00%,A
Libya,EMR,"6,169,140","7,939.99",IPT,,IPT,,,Km,Kanamycin,https://docs.google.com/file/d/0B4C8QSR3KjbYZWdtaW04cUtUTkNyYWpQT25YZ1ZXdw/edit,"3,500.0","2,500.0",0%,"2,128",212,0.00%,0,0,0,0.00%,0.00%,"2,015.01",0.00,0.00,0.00,0.00,65.90%,65.90%,0.00,0.00,441.34,,3.70%,,20.00%,,,19.40%,679,,0.00%,"1,401.69",0.00,0.00,0.00,0.00,43.65,61,23,38.00%,138.63,5.70,5.70,,,,,23.28%,32.34%,1.24%,1.45%,20%,3.12%,76.72%,40%,6.16%,54.06%,23.22%,3.60%,73.18%,100.00%,A
Lithuania,EUR,"3,097,282","10,654.50",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,Lfx,Levofloxacin,https://docs.google.com/file/d/0B4C8QSR3KjbYZWdtaW04cUtUTkNyYWpQT25YZ1ZXdw/edit,"3,000.0","2,300.0",,,19,34.00%,782,180,602,23.00%,77.00%,"1,848.76",425.22,"1,423.55","1,969.76","6,594.43",65.90%,65.90%,"1,778.45","9,103.60",410.63,128,11.00%,181,44.00%,"1,163.64",411.36,19.62%,589,310,52.67%,"1,902.18",321.81,67.58,10.46,243.76,40.61,53,20,38.00%,188.13,7.74,"11,211.60",30.50%,47.50%,3.90%,9.80%,30.50%,47.50%,3.90%,9.80%,17%,2.69%,79.96%,36%,5.51%,58.89%,21.00%,3.25%,75.75%,100.00%,A
Luxembourg,EUR,"506,953",90.23,IPT,2HRZE/4HR,,2HRZE/4HR,,Lzd,Linezolid,https://docs.google.com/file/d/0B4C8QSR3KjbYZWdtaW04cUtUTkNyYWpQT25YZ1ZXdw/edit,38.0,33.0,,,,34.00%,11,3,9,23.00%,77.00%,26.60,6.12,20.48,16.73,56.00,65.90%,65.90%,15.10,77.31,5.83,0,0.00%,0,0.00%,,,19.40%,7,0,0.00%,15.93,0.00,0.00,0.00,0.00,0.58,1,0,38.00%,1.58,0.06,92.47,,,0.00%,0.00%,14.08%,20.62%,2.88%,4.78%,25%,3.93%,70.68%,37%,5.74%,57.16%,,,,0.00%,A
Madagascar,AFR,"21,151,640","180,999.00",IPT,,IPT,,,Mfx,Moxifloxacin,https://docs.google.com/file/d/0B4C8QSR3KjbYZWdtaW04cUtUTkNyYWpQT25YZ1ZXdw/edit,"91,000.0","51,000.0",65%,"16,439",39,65.00%,"33,150",79,"33,071",0.24%,99.76%,"49,011.00",116.27,"48,894.73",412.66,"173,527.38",65.90%,65.90%,372.58,"239,554.37","1,809.99",0,0.50%,3,3.90%,,76.92,3.90%,"3,549",0,0.00%,"6,423.65",0.00,0.00,0.00,0.00,179.01,319,121,38.00%,635.31,26.13,"239,953.08",0.00%,3.90%,0.20%,0.50%,10.53%,3.90%,0.20%,0.50%,28%,4.37%,67.43%,42%,6.45%,51.85%,29.73%,4.60%,65.66%,100.00%,A
Malawi,AFR,"15,167,095","271,772.00",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,Ofx,Ofloxacin,https://docs.google.com/file/d/0B4C8QSR3KjbYZWdtaW04cUtUTkNyYWpQT25YZ1ZXdw/edit,"26,000.0","49,000.0",88%,19855,"12,476",88.00%,"43,120","27,095","16,025",62.84%,37.16%,"47,155.29","29,630.29","17,525.00","164,340.48","97,200.10",65.90%,65.90%,"148,379.27","134,184.63","1,678.68",1,0.40%,39,4.80%,250.00,812.50,3.76%,979,39,3.98%,"9,310.59",90.77,26.38,4.08,60.31,166.02,88,33,38.00%,920.83,37.87,"282,692.54",,,,,10.53%,10.45%,1.50%,2.12%,28%,4.37%,67.43%,39%,6.09%,54.59%,29.06%,4.50%,66.44%,100.00%,A
Malaysia,WPR,"28,112,289","61,132.60",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,PAS,p-aminosalicylic acid,https://docs.google.com/file/d/0B4C8QSR3KjbYZWdtaW04cUtUTkNyYWpQT25YZ1ZXdw/edit,"30,000.0","21,000.0",91%,"17,577","1,628",91.00%,"19,110","1,770","17,340",9.26%,90.74%,"16,926.10","1,567.71","15,358.39","4,563.73","44,709.43",65.90%,65.90%,"4,120.49","61,721.32","3,707.25",,0.10%,,0.00%,,,19.40%,"5,820",64,1.10%,"10,792.09",28.63,11.59,1.79,15.25,366.65,524,199,38.00%,"1,067.35",43.90,"65,914.34",,,,,5.08%,13.36%,0.84%,2.79%,34%,5.26%,60.73%,40%,6.27%,53.24%,40.49%,6.27%,53.24%,100.00%,A
Maldives,SEA,"367,000",447.81,IPT,2HRZE/4HR,IPT,2HRZE/4HR,,Pto,Prothionamide,https://docs.google.com/file/d/0B4C8QSR3KjbYZWdtaW04cUtUTkNyYWpQT25YZ1ZXdw/edit,170.0,120.0,,0,0,34.00%,41,,41,0.00%,100.00%,96.72,0.00,96.72,0.00,360.94,65.90%,65.90%,0.00,498.27,21.18,0,2.20%,0,16.00%,,,19.40%,33,0,0.00%,79.05,0.00,0.00,0.00,0.00,2.10,3,1,38.00%,7.82,0.32,498.59,,,,,11.07%,19.30%,0.87%,1.70%,28%,4.29%,67.97%,40%,6.26%,53.29%,29.27%,4.53%,66.19%,100.00%,A
Mali,AFR,"15,075,085","179,698.00",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,R (or RMP),Rifampicin,https://docs.google.com/file/d/0B4C8QSR3KjbYeEhzNXdSUzBTNGlyTHIxcmc4MGdRQQ/edit,"13,000.0","9,500.0",42%,"2,303",416,42.00%,"3,990",721,"3,269",18.06%,81.94%,"7,600.00","1,372.82","6,227.18","25,967.65","117,790.75",65.90%,65.90%,"23,445.60","162,610.01","1,729.00",0,1.90%,12,20.00%,,60.00,20.00%,"2,600",12,0.46%,"32,705.04",36.31,10.59,1.64,24.08,171.00,234,89,38.00%,"3,234.56",133.02,"186,224.94",,,,,10.53%,10.45%,1.50%,2.12%,28%,4.37%,67.43%,39%,6.09%,54.59%,29.17%,4.52%,66.32%,100.00%,A
Malta,EUR,"414,508",85.22,IPT,2HRZE/4HR,IPT,2HRZE/4HR,,S (or STR),Streptomycin,https://docs.google.com/file/d/0B4C8QSR3KjbYdmZ0Y1JmTFB6VDA/edit,59.0,33.0,81%,26,3,81.00%,27,3,24,11.54%,88.46%,26.60,3.07,23.53,7.93,60.76,65.90%,65.90%,7.16,83.88,5.83,0,0.00%,1,0.00%,,,19.40%,11,1,8.74%,15.04,0.33,0.00,0.00,0.00,0.58,1,0,38.00%,1.49,0.06,91.43,,,0.00%,0.00%,14.08%,20.62%,2.88%,4.78%,25%,3.93%,70.68%,37%,5.74%,57.16%,,,,0.00%,A
Marshall Islands,WPR,"52,425",573.39,IPT,2HRZE/4HR,IPT,2HRZE/4HR,,Thz,Thioacetazone,https://docs.google.com/file/d/0B4C8QSR3KjbYZWdtaW04cUtUTkNyYWpQT25YZ1ZXdw/edit,390.0,240.0,68%,137,0,68.00%,163,0,163,0.00%,100.00%,236.64,0.00,236.64,0.00,565.36,65.90%,65.90%,0.00,780.48,3.06,1,1.40%,0,0.00%,71.43,,1.40%,5,1,18.32%,7.30,0.35,0.14,0.02,0.19,0.30,0,0,38.00%,0.72,0.03,780.86,,,,,5.08%,13.36%,0.84%,2.79%,34%,5.26%,60.73%,40%,6.27%,53.24%,40.49%,6.27%,53.24%,100.00%,A
