Canada,AMR,"34,005,274","4,034.36",IPT,,,,,Standard 6-month first-line regimen (2HRZE/4HR),Drug proportion of regimen,Proportional impact per drug,"2,100.0","1,600.0",48%,658,53,48.00%,768,62,706,8.05%,91.95%,"1,590.88",128.14,"1,462.74",323.10,"3,688.26",65.90%,65.90%,291.72,"5,091.64",8.30,15,0.57%,0,1.60%,"2,631.58",,0.57%,12,15,100.00%,20.93,9.66,3.93,0.61,5.12,0.82,1,0,38.00%,2.07,0.09,"5,393.11",0.90%,"1.9%,",0.20%,0.80%,0.90%,"1.9%,",0.20%,0.80%,40%,6.25%,53.36%,42%,6.45%,51.85%,40.73%,6.31%,52.97%,100.00%,B
Cape Verde,AFR,"502,384","1,566.99",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,R (Months 1 to 6),0.25,"13,398,454.29",,720.0,,,,34.00%,245,56,188,23.00%,77.00%,580.32,133.47,446.85,290.49,972.51,65.90%,65.90%,262.28,"1,342.55",127.11,,,,,,,19.40%,0,0,100.00%,276.63,127.68,0.00,0.00,0.00,12.57,0,0,38.00%,27.36,1.13,"1,733.63",,,,,10.53%,10.45%,1.50%,2.12%,28%,4.37%,67.43%,39%,6.09%,54.59%,,,,0.00%,A
Cayman Islands,AMR,"55,507",,IPT,2HRZE/4HR,IPT,2HRZE/4HR,,H (Months 1 to 6),0.25,"13,398,454.29",8.0,5.0,,3,0,34.00%,2,0,2,0.00%,100.00%,4.03,0.00,4.03,0.00,0.00,65.90%,65.90%,0.00,0.00,0.88,0,0.00%,0,0.00%,,,19.40%,2,0,0.00%,0.00,0.00,0.00,0.00,0.00,0.09,0,0,38.00%,0.00,0.00,0.00,,,,,5.44%,11.74%,0.83%,2.16%,34%,5.19%,61.26%,41%,6.27%,53.22%,,,,0.00%,B
Central African Republic,AFR,"4,448,525","143,960.00",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,E (Months 1 to 2),0.25,"13,398,454.29","22,000.0","19,000.0",39%,"2,638",862,39.00%,"7,410","2,421","4,989",32.68%,67.32%,"18,924.00","6,183.66","12,740.34","46,852.60","96,531.56",65.90%,65.90%,"42,302.14","133,261.72",69.16,9,0.40%,0,18.00%,"2,250.00",,0.40%,88,0,0.00%,524.01,0.00,0.00,0.00,0.00,6.84,8,3,38.00%,51.83,2.13,"175,565.99",,,,,10.53%,10.45%,1.50%,2.12%,28%,4.37%,67.43%,39%,6.09%,54.59%,28.44%,4.40%,67.15%,100.00%,A
Chad,AFR,"11,887,202","184,497.00",IPT,,,,,Z (Months 1 to 2),0.25,"13,398,454.29","25,000.0","18,000.0",39%,"3,801",663,39.00%,"7,020","1,224","5,796",17.44%,82.56%,"14,508.08","2,530.61","11,977.47","25,938.36","122,767.09",65.90%,65.90%,"23,419.15","169,479.83","3,177.64",0,1.90%,0,20.00%,,,19.40%,"4,850",0,0.00%,"32,570.31",0.00,0.00,0.00,0.00,314.27,436,166,38.00%,"3,221.24",132.48,"193,031.46",,,,,10.53%,10.45%,1.50%,2.12%,28%,4.37%,67.43%,39%,6.09%,54.59%,29.17%,4.52%,66.32%,100.00%,A
Chile,AMR,"16,993,354","14,689.90",IPT,2HRZE/4HR,,2HRZE/4HR,,,,,"3,700.0","2,700.0",,,,34.00%,918,211,707,23.00%,77.00%,"2,641.75",607.60,"2,034.14","3,305.78","11,067.18",65.90%,65.90%,"2,984.71","15,278.23",53.01,2,0.70%,8,4.50%,285.71,177.78,2.16%,80,9,11.27%,288.42,8.25,2.85,0.44,4.96,5.24,7,3,38.00%,28.52,1.17,"18,272.37",,,,,5.44%,11.74%,0.83%,2.16%,34%,5.19%,61.26%,41%,6.27%,53.22%,34.49%,5.34%,60.17%,100.00%,B
China,WPR,"1,337,705,000","1,732,860.00",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,MDR-TB treatment regimens,Drug proportion of regimen,Proportional impact per drug,"1,500,000.0","1,040,000.0",16%,"145,919","4,542",16.00%,"166,400","5,180","161,220",3.11%,96.89%,"850,868.77","26,484.87","824,383.90","44,129.40","1,373,597.97",65.90%,65.90%,"39,843.43","1,896,250.56","172,109.42",229,5.70%,1669,26.00%,"4,017.54","6,419.23",18.19%,"272,785",1222,0.45%,"286,770.70",308.98,108.67,16.82,183.48,"17,021.81","24,551","9,329",38.00%,"28,361.94","1,166.40","1,937,569.36",,,,,5.08%,13.36%,0.84%,2.79%,34%,5.26%,60.73%,40%,6.27%,53.24%,35.17%,5.45%,59.38%,100.00%,A
"China, Hong Kong SAR",WPR,"7,024,200",,IPT,2HRZE/4HR,IPT,2HRZE/4HR,,Z + S + Lfx + Eto + Cs + PAS,,,"7,100.0","5,700.0",,"3,833",24,34.00%,"1,938",12,"1,926",0.63%,99.37%,"5,628.76",35.24,"5,593.52",0.00,0.00,65.90%,65.90%,0.00,0.00,64.83,18,0.97%,10,2.60%,"1,855.67",384.62,1.25%,89,28,31.55%,0.00,0.00,0.00,0.00,0.00,6.41,8,3,38.00%,0.00,0.00,0.00,3.70%,"8.0%,",0.30%,0.90%,3.70%,"8.0%,",0.30%,0.90%,36%,5.55%,58.57%,42%,6.43%,52.07%,37.41%,5.79%,56.80%,100.00%,A
"China, Macao SAR",WPR,"536,969",,IPT,2HRZE/4HR,IPT,2HRZE/4HR,,Z,0.17,"1,303.21",590.0,450.0,,399,3,34.00%,153,1,152,0.75%,99.25%,437.54,3.29,434.25,0.00,0.00,65.90%,65.90%,0.00,0.00,11.34,4,2.00%,2,12.00%,200.00,16.67,2.77%,16,6,36.72%,0.00,0.00,0.00,0.00,0.00,1.12,1,1,38.00%,0.00,0.00,0.00,5.30%,15.80%,1.10%,2.30%,5.30%,15.80%,1.10%,2.30%,34%,5.22%,61.05%,40%,6.20%,53.78%,34.63%,5.36%,60.01%,100.00%,A
Colombia,AMR,"45,918,097","51,304.60",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,S,0.17,"1,303.21","22,000.0","14,000.0",43%,"5,079","1,231",43.00%,"6,020","1,459","4,561",24.24%,75.76%,"13,321.54","3,228.75","10,092.79","11,832.12","36,986.18",65.90%,65.90%,"10,682.95","51,059.39",617.40,48,2.40%,78,13.00%,"2,000.00",600.00,4.85%,"1,066",132,12.38%,"2,262.53",71.48,24.76,3.83,42.89,61.06,96,36,38.00%,223.77,9.20,"61,823.01",,,,,5.44%,11.74%,0.83%,2.16%,34%,5.19%,61.26%,41%,6.27%,53.22%,34.63%,5.36%,60.00%,100.00%,B
Comoros,AFR,"689,692","10,215.30",IPT,,IPT,,,Lfx,0.17,"1,303.21",410.0,230.0,,119,0,34.00%,78,0,78,0.00%,100.00%,185.38,0.00,185.38,0.00,"8,233.58",65.90%,65.90%,0.00,"11,366.45",40.60,,1.90%,,20.00%,,,19.40%,80,,0.00%,"1,803.37",0.00,0.00,0.00,0.00,4.02,7,3,38.00%,178.35,7.33,"11,373.78",,,,,10.53%,10.45%,1.50%,2.12%,28%,4.37%,67.43%,39%,6.09%,54.59%,29.17%,4.52%,66.32%,100.00%,A
Congo,AFR,"4,386,693","57,706.70",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,Eto,0.17,"1,303.21","19,000.0","16,000.0",40%,"4,106",757,40.00%,"6,400","1,180","5,220",18.44%,81.56%,"12,896.08","2,377.58","10,518.50","8,575.13","37,936.74",65.90%,65.90%,"7,742.29","52,371.63","2,824.57",,2.60%,,13.00%,,,19.40%,"3,686",,0.00%,"10,187.29",0.00,0.00,0.00,0.00,279.35,332,126,38.00%,"1,007.53",41.44,"60,155.35",,,,,10.53%,10.45%,1.50%,2.12%,28%,4.37%,67.43%,39%,6.09%,54.59%,30.06%,4.65%,65.29%,100.00%,A
Cook Islands,WPR,"23,700",,IPT,,IPT,,,Cs,0.17,"1,303.21",1.0,0.0,,0,0,34.00%,0,,0,0.00%,0.00%,0.00,0.00,0.00,0.00,0.00,65.90%,65.90%,0.00,0.00,0.00,0,0.00%,0,0.00%,,,19.40%,0,0,0.00%,0.00,0.00,0.00,0.00,0.00,0.00,0,0,38.00%,0.00,0.00,0.00,,,,,5.08%,13.36%,0.84%,2.79%,34%,5.26%,60.73%,40%,6.27%,53.24%,,,,0.00%,A
Costa Rica,AMR,"4,545,280","2,497.33",IPT,,IPT,,,PAS,0.17,"1,303.21",750.0,620.0,99%,494,54,99.00%,614,67,547,10.93%,89.07%,610.70,66.76,543.94,268.89,"2,190.98",65.90%,65.90%,242.78,"3,024.64",8.46,3,1.50%,,4.50%,200.00,,1.50%,11,,0.00%,34.09,0.00,0.00,0.00,0.00,0.84,1,0,38.00%,3.37,0.14,"3,267.56",0.00%,4.80%,0.00%,1.50%,5.44%,4.80%,0.83%,1.50%,34%,5.19%,61.26%,41%,6.27%,53.22%,35.29%,5.46%,59.25%,100.00%,B
Cote d'Ivoire,AFR,"20,401,331","260,347.00",IPT,2HRZE/4HR,,2HRZE/4HR,,S + Lfx + Eto + Cs + PAS,,,,"39,000.0",73%,"16,991","4,112",73.00%,"28,470","6,890","21,580",24.20%,75.80%,"31,434.18","7,607.40","23,826.78","50,783.70","159,057.21",65.90%,65.90%,"45,851.44","219,578.31","6,884.89",0,,50,,,,19.40%,0,0,100.00%,"45,960.55","21,212.56",0.00,0.00,0.00,680.92,0,0,38.00%,"4,545.55",186.94,"286,829.24",,,0.00%,2.50%,10.53%,10.45%,1.50%,2.50%,28%,4.37%,67.43%,39%,6.09%,54.59%,,,,0.00%,A
Croatia,EUR,"4,417,781","3,537.04",IPT,,IPT,,,S,0.20,242.11,"1,100.0",790.0,,,1,34.00%,269,62,207,23.00%,77.00%,636.74,146.45,490.29,655.70,"2,195.17",65.90%,65.90%,592.02,"3,030.43",139.46,,0.37%,,0.00%,,,19.40%,213,,0.00%,624.41,0.00,0.00,0.00,0.00,13.79,19,7,38.00%,61.76,2.54,"3,624.99",4.90%,4.90%,0.00%,0.50%,4.90%,4.90%,2.88%,0.50%,34%,5.30%,60.46%,37%,5.74%,57.16%,37.09%,5.74%,57.16%,100.00%,A
Cuba,AMR,"11,333,051","3,287.24",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,Lfx,0.20,242.11,"1,500.0",950.0,100%,862,56,100.00%,950,62,888,6.50%,93.50%,934.07,60.68,873.38,209.97,"3,022.13",65.90%,65.90%,189.58,"4,172.04",14.50,2,0.74%,5,3.40%,270.27,147.06,1.68%,25,1,3.97%,50.18,0.49,0.17,0.03,0.29,1.43,2,1,38.00%,4.96,0.20,"4,362.32",0.00%,5.30%,0.00%,0.00%,5.44%,5.30%,0.83%,2.16%,34%,5.19%,61.26%,41%,6.27%,53.22%,34.79%,5.39%,59.82%,100.00%,B
Curacao,AMR,"148,703",,IPT,2HRZE/4HR,,2HRZE/4HR,,Eto,0.20,242.11,,6.0,,0,0,34.00%,2,,2,0.00%,100.00%,4.84,0.00,4.84,0.00,0.00,65.90%,65.90%,0.00,0.00,1.06,0,50.00%,,0.00%,,,19.40%,0,0,100.00%,0.00,0.00,0.00,0.00,0.00,0.10,0,0,38.00%,0.00,0.00,0.00,,,,,5.44%,11.74%,0.83%,2.16%,34%,5.19%,61.26%,41%,6.27%,53.22%,40.51%,6.27%,53.22%,100.00%,B
Cyprus,EUR,"1,112,607",120.50,IPT,,IPT,,,Cs,0.20,242.11,100.0,70.0,,,,34.00%,24,5,18,23.00%,77.00%,56.42,12.98,43.44,22.34,74.79,65.90%,65.90%,20.17,103.24,12.36,0,0.00%,0,0.00%,,,19.40%,19,0,0.00%,21.27,0.00,0.00,0.00,0.00,1.22,2,1,38.00%,2.10,0.09,123.50,,,,,14.08%,20.62%,2.88%,4.78%,25%,3.93%,70.68%,37%,5.74%,57.16%,,,,0.00%,A
Czech Republic,EUR,"10,474,410","2,795.68",IPT,2HRZE/4HR,,2HRZE/4HR,,PAS,0.20,242.11,940.0,710.0,26%,177,5,26.00%,185,5,179,2.82%,97.18%,705.17,19.92,685.25,78.44,"2,698.21",65.90%,65.90%,70.82,"3,724.88",4.40,7,0.54%,2,7.70%,"1,296.30",25.97,0.68%,6,9,100.00%,17.32,7.99,1.66,0.26,6.07,0.43,1,0,38.00%,1.71,0.07,"3,803.76",25.00%,30.00%,0.50%,1.20%,25.00%,30.00%,0.50%,1.20%,19%,3.00%,77.59%,41%,6.37%,52.51%,20.83%,3.23%,75.94%,100.00%,A
Democratic People's Republic of Korea,SEA,"24,591,599","173,864.00",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,Km + Lfx + Eto + Cs + PAS,,,"120,000.0","106,000.0",,0,0,34.00%,"36,040",,"36,040",0.00%,100.00%,"85,436.50",0.00,"85,436.50",0.00,"140,135.20",65.90%,65.90%,0.00,"193,456.50","18,712.79",,2.20%,,16.00%,,,19.40%,"23,279",,0.00%,"30,693.21",0.00,0.00,0.00,0.00,"1,850.72","2,095",796,38.00%,"3,035.59",124.84,"193,581.34",,,,,11.07%,19.30%,0.87%,1.70%,28%,4.29%,67.97%,40%,6.26%,53.29%,29.27%,4.53%,66.19%,100.00%,A
Democratic Republic of the Congo,AFR,"64,523,263","1,754,630.00",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,Km,0.20,"3,376.25","330,000.0","216,000.0",24%,"28,997","5,273",24.00%,"51,840","9,427","42,413",18.18%,81.82%,"187,920.00","34,172.58","153,747.42","277,593.64","1,248,934.46",65.90%,65.90%,"250,632.95","1,724,152.72","25,552.80",,2.60%,87,13.00%,,669.23,13.00%,"42,900",87,0.20%,"207,572.73",101.13,30.39,4.71,66.03,"2,527.20","3,861","1,467",38.00%,"20,529.17",844.27,"1,975,731.07",,,,,10.53%,10.45%,1.50%,2.12%,28%,4.37%,67.43%,39%,6.09%,54.59%,30.06%,4.65%,65.29%,100.00%,A
Denmark,EUR,"5,547,683","1,032.16",IPT,2HRZE/4HR,,2HRZE/4HR,,Lfx,0.20,"3,376.25",510.0,380.0,,0,0,34.00%,129,,129,0.00%,100.00%,378.56,0.00,378.56,0.00,"1,028.24",65.90%,65.90%,0.00,"1,419.48",1.31,2,0.38%,0,0.00%,526.32,,0.38%,2,2,100.00%,3.57,1.65,0.61,0.09,0.94,0.13,0,0,38.00%,0.35,0.01,"1,421.14",0.00%,0.00%,0.00%,1.60%,14.08%,20.62%,2.88%,1.60%,25%,3.93%,70.68%,37%,5.74%,57.16%,37.09%,5.74%,57.16%,100.00%,A
Djibouti,EMR,"851,146","11,210.80",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,Eto,0.20,"3,376.25","7,400.0","5,200.0",52%,"2,163",248,52.00%,"2,704",310,"2,394",11.47%,88.53%,"4,191.22",480.55,"3,710.68","1,036.02","7,999.93",65.90%,65.90%,935.40,"11,043.90",917.99,,1.90%,,20.00%,,,19.40%,"1,436",0,0.00%,"1,979.11",0.00,0.00,0.00,0.00,90.79,129,49,38.00%,195.74,8.05,"11,987.35",,,,,23.28%,32.34%,1.24%,1.45%,20%,3.12%,76.72%,40%,6.16%,54.06%,21.86%,3.38%,74.76%,100.00%,A
Dominica,AMR,"71,440",77.66,IPT,2HRZE/4HR,IPT,2HRZE/4HR,,Cs,0.20,"3,376.25",13.0,9.0,38%,3,1,38.00%,3,1,2,33.33%,66.67%,7.25,2.42,4.84,20.86,41.73,65.90%,65.90%,18.84,57.61,1.59,0,0.00%,0,0.00%,,,19.40%,3,0,0.00%,13.71,0.00,0.00,0.00,0.00,0.16,0,0,38.00%,1.36,0.06,76.50,,,,,5.44%,11.74%,0.83%,2.16%,34%,5.19%,61.26%,41%,6.27%,53.22%,,,,0.00%,B
Dominican Republic,AMR,"9,897,985","20,860.60",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,PAS,0.20,"3,376.25","8,400.0","6,700.0",60%,"2,489",547,60.00%,"4,020",883,"3,137",21.98%,78.02%,"5,788.42","1,272.10","4,516.32","3,960.72","14,061.66",65.90%,65.90%,"3,576.05","19,412.10",829.54,25,6.60%,83,20.00%,378.79,415.00,13.61%,"1,143",100,8.75%,"2,582.78",56.62,19.97,3.09,33.55,82.04,103,39,38.00%,255.44,10.51,"23,055.27",,,,,5.44%,11.74%,0.83%,2.16%,34%,5.19%,61.26%,41%,6.27%,53.22%,35.28%,5.46%,59.26%,100.00%,B
Ecuador,AMR,"14,934,690","37,794.20",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,"16,000.0","8,800.0",100%,"5,183",427,100.00%,"8,800",725,"8,075",8.24%,91.76%,"7,442.19",613.12,"6,829.07","2,633.24","29,329.44",65.90%,65.90%,"2,377.49","40,489.26","1,235.61",28,4.90%,148,26.00%,571.43,569.23,15.43%,"2,469",114,4.62%,"5,306.68",60.14,20.84,3.23,36.08,122.20,222,84,38.00%,524.84,21.58,"42,948.48",,,,,5.44%,11.74%,0.83%,2.16%,34%,5.19%,61.26%,41%,6.27%,53.22%,34.65%,5.36%,59.98%,100.00%,B
Egypt,EMR,"84,107,606","83,146.50",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,"22,000.0","15,000.0",47%,"4,483",7,47.00%,"7,050",11,"7,039",0.16%,99.84%,"12,090.07",18.88,"12,071.19",104.64,"66,911.83",65.90%,65.90%,94.48,"92,371.71","2,648.04",,3.40%,,15.00%,,,19.40%,"4,268",48,1.12%,"14,678.33",39.84,9.47,1.47,28.89,261.89,384,146,38.00%,"1,451.70",59.70,"92,565.72",,,,,23.28%,32.34%,1.24%,1.45%,20%,3.12%,76.72%,40%,6.16%,54.06%,23.78%,3.68%,72.53%,100.00%,A
El Salvador,AMR,"6,164,626","5,037.55",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,"2,400.0","2,000.0",96%,"1,667",180,96.00%,"1,920",207,"1,713",10.80%,89.20%,"1,780.00",192.20,"1,587.80",484.11,"3,999.31",65.90%,65.90%,437.09,"5,521.04",200.20,0,0.30%,2,11.00%,,18.18,11.00%,264,2,0.76%,504.26,0.92,0.31,0.05,0.56,19.80,24,9,38.00%,49.87,2.05,"5,961.10",,,,,5.44%,11.74%,0.83%,2.16%,34%,5.19%,61.26%,41%,6.27%,53.22%,33.73%,5.22%,61.04%,100.00%,B
Equatorial Guinea,AFR,"951,104","6,351.64",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,"1,000.0",940.0,92%,786,225,92.00%,865,248,617,28.63%,71.37%,757.64,216.88,540.76,"1,465.49","3,653.96",65.90%,65.90%,"1,323.16","5,044.29",165.94,0,1.70%,0,13.00%,,,19.40%,194,0,0.00%,"1,121.29",0.00,0.00,0.00,0.00,16.41,17,7,38.00%,110.90,4.56,"6,372.01",,,,,10.53%,10.45%,1.50%,2.12%,28%,4.37%,67.43%,39%,6.09%,54.59%,29.49%,4.57%,65.95%,100.00%,A
Eritrea,AFR,"4,390,840","114,905.00",IPT,,,,,,,,"9,700.0","4,700.0",,,,34.00%,"1,598",368,"1,230",23.00%,77.00%,"3,788.22",871.29,"2,916.93","21,301.21","71,312.76",65.90%,65.90%,"19,232.38","98,447.18",829.72,,1.90%,,20.00%,,,19.40%,"1,882",,0.00%,"20,284.84",0.00,0.00,0.00,0.00,82.06,169,64,38.00%,"2,006.19",82.51,"117,762.07",,,,,10.53%,10.45%,1.50%,2.12%,28%,4.37%,67.43%,39%,6.09%,54.59%,29.17%,4.52%,66.32%,100.00%,A
Estonia,EUR,"1,331,475","1,796.60",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,450.0,370.0,89%,298,34,89.00%,329,38,292,11.41%,88.59%,282.33,32.21,250.12,156.41,"1,214.48",65.90%,65.90%,141.22,"1,676.59",79.78,36,17.00%,28,48.00%,211.76,58.33,23.70%,107,63,59.08%,387.39,76.68,12.72,1.97,61.99,7.89,10,4,38.00%,38.31,1.58,"1,896.07",47.90%,52.10%,12.30%,13.30%,47.90%,52.10%,12.30%,13.30%,13%,2.01%,84.99%,27%,4.14%,69.14%,16.59%,2.57%,80.85%,100.00%,A
Ethiopia,AFR,"87,702,670","1,754,220.00",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,"220,000.0","235,000.0",43%,"66,955","9,809",43.00%,"101,050","14,804","86,246",14.65%,85.35%,"220,017.08","32,232.81","187,784.27","240,610.35","1,401,765.64",65.90%,65.90%,"217,241.59","1,935,136.00","13,634.46",19,1.60%,121,12.00%,"1,187.50","1,008.33",6.38%,"14,027",111,0.79%,"101,778.05",194.04,61.76,9.56,122.72,"1,348.46","1,262",480,38.00%,"10,065.96",413.97,"2,152,985.59",7.90%,11.80%,1.10%,1.60%,7.90%,11.80%,1.10%,1.60%,31%,4.76%,64.51%,40%,6.20%,53.78%,31.83%,4.93%,63.24%,100.00%,A
Fiji,WPR,"859,950","1,891.82",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,760.0,240.0,82%,157,3,82.00%,197,4,193,1.91%,98.09%,193.44,3.70,189.74,29.14,"1,495.68",65.90%,65.90%,26.31,"2,064.78",42.37,0,0.00%,0,0.00%,,,19.40%,147,0,0.00%,333.97,0.00,0.00,0.00,0.00,4.19,13,5,38.00%,33.03,1.36,"2,092.45",,,,,5.08%,13.36%,0.84%,2.79%,34%,5.26%,60.73%,40%,6.27%,53.24%,,,,0.00%,A
Finland,EUR,"5,363,352","1,475.37",IPT,2HRZE/4HR,,2HRZE/4HR,,,,,540.0,350.0,0.90%,3,3,0.90%,3,3,0,100.00%,0.00%,347.40,347.40,0.00,"1,464.39",0.00,65.90%,65.90%,"1,322.17",0.00,2.37,5,0.62%,1,0.00%,806.45,,0.74%,4,6,100.00%,9.99,4.61,1.90,0.29,2.42,0.23,0,0,38.00%,0.99,0.04,"1,326.82",4.50%,4.50%,0.50%,"1.0%,",4.50%,4.50%,0.50%,"1.0%,",35%,5.38%,59.85%,41%,6.37%,52.51%,41.12%,6.37%,52.51%,100.00%,A
France,EUR,"65,027,512","20,139.70",IPT,2HRZE/4HR,,2HRZE/4HR,,,,,"7,200.0","5,600.0",24%,"1,233",121,24.00%,"1,344",132,"1,212",9.81%,90.19%,"5,560.14",545.64,"5,014.50","1,962.33","18,034.02",65.90%,65.90%,"1,771.75","24,895.94",36.27,13,0.45%,8,13.00%,"2,888.89",61.54,0.71%,51,,0.00%,130.45,0.00,0.00,0.00,0.00,3.59,5,2,38.00%,12.90,0.53,"26,668.22",2.70%,7.10%,0.20%,1.10%,2.70%,7.10%,0.20%,1.10%,37%,5.79%,56.85%,42%,6.45%,51.85%,37.51%,5.81%,56.68%,100.00%,A
French Polynesia,WPR,"267,820",,IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,59.0,47.0,,11,0,34.00%,16,0,16,0.00%,100.00%,37.88,0.00,37.88,0.00,0.00,65.90%,65.90%,0.00,0.00,8.30,0,0.00%,0,0.00%,,,19.40%,11,0,0.00%,0.00,0.00,0.00,0.00,0.00,0.82,1,0,38.00%,0.00,0.00,0.00,,,,,5.08%,13.36%,0.84%,2.79%,34%,5.26%,60.73%,40%,6.27%,53.24%,,,,0.00%,A
Gabon,AFR,"1,640,210","14,463.70",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,"11,000.0","7,300.0",27%,"1,130",667,27.00%,"1,971","1,163",808,59.03%,40.97%,"5,883.83","3,473.02","2,410.81","6,881.20","4,776.61",65.90%,65.90%,"6,212.88","6,594.10","1,288.71",,2.60%,,13.00%,,,19.40%,"2,134",0,0.00%,"2,553.36",0.00,0.00,0.00,0.00,127.45,192,73,38.00%,252.53,10.39,"12,817.37",,,,,10.53%,10.45%,1.50%,2.12%,28%,4.37%,67.43%,39%,6.09%,54.59%,30.06%,4.65%,65.29%,100.00%,A
Gambia,AFR,"1,692,149","15,474.83",IPT,2HRZE/4HR,,2HRZE/4HR,,,,,"2,200.0","3,000.0",97%,"1,962",224,97.00%,"2,910",332,"2,578",11.42%,88.58%,"2,418.01",276.06,"2,141.95","1,424.01","11,048.78",65.90%,65.90%,"1,285.70","15,252.83",529.61,,0.50%,,0.00%,,,19.40%,427,0,0.00%,"2,731.86",0.00,0.00,0.00,0.00,52.38,38,15,38.00%,270.18,11.11,"16,549.64",,,,,10.53%,10.45%,1.50%,2.12%,28%,4.37%,67.43%,39%,6.09%,54.59%,39.33%,6.09%,54.59%,100.00%,A
Georgia,EUR,"3,926,000","13,817.90",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,"7,600.0","5,400.0",32%,"1,841",35,32.00%,"1,728",33,"1,695",1.90%,98.10%,"4,502.12",85.59,"4,416.53",219.02,"11,301.33",65.90%,65.90%,197.75,"15,601.47",817.07,188,11.00%,171,38.00%,"1,709.09",450.00,16.63%,"1,264",529,41.86%,"2,090.77",262.88,81.18,12.57,169.13,80.81,114,43,38.00%,206.78,8.50,"16,070.60",9.70%,27.40%,2.60%,6.80%,9.70%,27.40%,2.60%,6.80%,29%,4.48%,66.56%,38%,5.81%,56.67%,30.88%,4.78%,64.34%,100.00%,A
Germany,EUR,"81,776,930","14,916.60",IPT,2HRZE/4HR,,2HRZE/4HR,,,,,"5,800.0","4,700.0",,,,34.00%,"1,598",368,"1,230",23.00%,77.00%,"4,552.88","1,047.16","3,505.71","3,323.42","11,126.24",65.90%,65.90%,"3,000.64","15,359.76",133.88,33,2.30%,14,21.00%,"1,434.78",66.67,3.13%,182,48,26.44%,424.91,30.88,9.87,1.53,19.48,13.24,16,6,38.00%,42.02,1.73,"18,393.02",7.60%,12.40%,0.90%,1.80%,7.60%,12.40%,0.90%,1.80%,31%,4.81%,64.14%,40%,6.25%,53.36%,31.98%,4.95%,63.07%,100.00%,A
Ghana,AFR,"24,512,104","154,629.00",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,"26,000.0","44,000.0",67%,"10,147","2,676",67.00%,"29,480","7,775","21,705",26.37%,73.63%,"35,200.00","9,283.06","25,916.94","32,623.41","91,079.79",65.90%,65.90%,"29,454.93","125,735.55","8,008.00",,1.90%,4,20.00%,,20.00,20.00%,"5,200",3,0.06%,"28,142.48",3.90,1.14,0.18,2.58,792.00,468,178,38.00%,"2,783.32",114.47,"155,308.85",,,,,10.53%,10.45%,1.50%,2.12%,28%,4.37%,67.43%,39%,6.09%,54.59%,29.17%,4.52%,66.32%,100.00%,A
Greece,EUR,"11,121,341","2,564.03",IPT,,,,,,,,730.0,510.0,,,,34.00%,173,40,134,23.00%,77.00%,496.87,114.28,382.59,574.54,"1,923.46",65.90%,65.90%,518.74,"2,655.33",11.95,1,1.50%,1,9.10%,66.67,10.99,2.58%,19,2,10.64%,60.09,1.62,0.44,0.07,1.11,1.18,2,1,38.00%,5.94,0.24,"3,175.93",,,,,14.08%,20.62%,2.88%,4.78%,25%,3.93%,70.68%,37%,5.74%,57.16%,27.04%,4.19%,68.77%,100.00%,A
Greenland,EUR,"56,905",64.00,IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,,130.0,,,,34.00%,44,10,34,23.00%,77.00%,104.78,24.10,80.68,11.86,39.72,65.90%,65.90%,10.71,54.83,22.95,,,,,,,19.40%,0,1,100.00%,11.30,5.21,0.00,0.00,0.00,2.27,0,0,38.00%,1.12,0.05,70.81,,,,,14.08%,20.62%,2.88%,4.78%,25%,3.93%,70.68%,37%,5.74%,57.16%,,,,0.00%,A
Grenada,AMR,"104,677",90.00,IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,7.0,5.0,100%,4,1,100.00%,5,1,4,25.00%,75.00%,4.03,1.01,3.02,18.14,54.41,65.90%,65.90%,16.37,75.11,0.88,,2.20%,,14.00%,,,19.40%,1,,0.00%,15.89,0.00,0.00,0.00,0.00,0.09,0,0,38.00%,1.57,0.06,91.54,,,,,5.44%,11.74%,0.83%,2.16%,34%,5.19%,61.26%,41%,6.27%,53.22%,34.49%,5.34%,60.17%,100.00%,B
