,,,,,,,,,,,,NEW EFFICACY,,,,,,,,,,,,,,,,,,EFFICACY,,,,,,,,,,,,,,,,,,ESTIMATED EFFICACY,,,,,,,,,,,,,,,,,,IMPACT,,,,,,,,,,,,,,,,,,,,,,,,Efficacy,,,,,,Estimated Efficacy,,,,,,Impact,,,,,,,,,,,,,,,,,,,% p. falc,% p. vivax,,EMR,Afghanistan,2015,11.80%,4.00%,DHS KIR _2015,,REGION, receiving any antimalarial treatment  ,5 receiving ACT only 
Country,WHO Region,Population,1st Line (p.falc.),% febrile children under 5 receiving any antimalarial treatment  ,% febrile children under 5 receiving ACT only ,DALY,Prevalence,% p. falc.,Estimated p. falc. DALY,Estimated p. falc. prevalence (prevalence * % p. falc),# p. falc. treated,AL,AL+PQ,AM,ART+NQ,ART+PPQ,AS+AQ,AS+MQ,AS+MQ+PQ,AS+SP,AS+SP+PQ,AT+PG,CQ+PQ,DHA-PPQ,DHA-PPQ+PQ,PQ,QN,QN+CL,QN+D,AL,AL+PQ,AM,ART+NQ,ART+PPQ,AS+AQ,AS+MQ,AS+MQ+PQ,AS+SP,AS+SP+PQ,AT+PG,CQ+PQ,DHA-PPQ,DHA-PPQ+PQ,PQ,QN,QN+CL,QN+D,AL,AL+PQ,AM,ART+NQ,ART+PPQ,AS+AQ,AS+MQ,AS+MQ+PQ,AS+SP,AS+SP+PQ,AT+PG,CQ+PQ,DHA-PPQ,DHA-PPQ+PQ,PQ,QN,QN+CL,QN+D,AL,AL+PQ,AM,ART+NQ,ART+PPQ,AS+AQ,AS+MQ,AS+MQ+PQ,AS+SP,AS+SP+PQ,AT+PG,CQ+PQ,DHA-PPQ,DHA-PPQ+PQ,PQ,QN,QN+CL,QN+D,IMPACT of P.falc, ,% p. vivax,Est p. vivax. DALY,Est p. vivax. prevalence,coverage of CQ+PQ,CQ+PQ,CQ,DHA-PPQ,AL,AS+AQ+PQ,AL+PQ,CQ+PQ,CQ,DHA-PPQ,AL,AS+AQ+PQ,AL+PQ,CQ+PQ,CQ,DHA-PPQ,AL,AS+AQ+PQ,AL+PQ,IMPACT of P.VIVAX,,Company,Drug(s),Final Impact,,,,,,,,,,,,AFR,Chad,2015,26.90%,10.00%,WorldDataBank2015,,AFR,17.77%,30.42%
,,,* = NO P.FALC. 1ST / 2ND LINE FOR THIS COUNTRY,"UNICEF global databases 2015 based on DHS, MICS, Malaria Indicator Surveys (MIS) and other national household surveys.","UNICEF global databases 2015 based on DHS, MICS, Malaria Indicator Surveys (MIS) and other national household surveys.",,,,,Col H * Col I,Col F * Col K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,* = NO P.FALC. 1ST / 2ND LINE FOR THIS COUNTRY,, Col G* ColCI, Col H* ColCI, Col Eif  Col AC = CQ+PQ,,,,,,,,,,,,,,,,,,, Col CJ* ColCL* ColCS/(1- ColCL* ColCS),, ,,,,Country,sex,age,DALY Total,,,,,,,AMR,Guatemala,2015-2015,0.40%,0.00%,WorldDataBank2015,,AMR,0.40%,26.36%
Bangladesh,SEA,"161,200,886",AL,16.10%,26.36%,"139,506.79","10,216",93%,"129,741.31","9,500.88","2,504.16",100.00%,,,,,,,,,,,42.20%,,,,,,,100.00%,,,,,,99.10%,,,,,,,,,,,100%,100.00%,100.00%,89.40%,89.75%,93.80%,89.00%,99.10%,96.00%,89.53%,93.60%,100.00%,42.20%,99.60%,84.40%,83.00%,92.50%,89.75%,100.00%,"24,896.72",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"24,896.72",CQ+PQ,7%,"9,765.47",715.12,16.10%,,,,,,,98.20%,91.55%,92.73%,97.53%,97.40%,97.00%,"1,833.89",0.00,0.00,0.00,0.00,0.00,"1,833.89","26,730.62",Eastern Mediterranean,EMR,82.00%,,Barbados,Both,All Ages,4.49E-07,,Barbados,AMR,,,,,,,,,,,,,
Barbados,AMR,"284,217",,0.40%,26.36%,0.00,non-malaria endemic,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.15%,100.00%,89.40%,89.75%,93.80%,100.00%,96.38%,96.00%,98.00%,93.60%,95.96%,42.20%,98.33%,84.40%,83.00%,94.17%,89.75%,91.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,,0.40%,,,,,,,98.23%,90.12%,96.90%,96.70%,97.40%,97.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Europe,EUR,0.00%,,Belarus,Both,All Ages,7.36E-06,,Belarus,EUR,,,,,,,,,,,,,
Belarus,EUR,"9,489,616",,16.10%,26.36%,0.00,non-malaria endemic,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.44%,100.00%,89.40%,89.75%,93.80%,89.00%,97.23%,96.00%,89.53%,93.60%,100.00%,42.20%,98.33%,84.40%,83.00%,94.17%,89.75%,91.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,,16.10%,,,,,,,100.00%,95.85%,96.90%,88.69%,97.40%,97.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Southeast Asia,SEA,54.00%,,Belgium,Both,All Ages,1.50E-05,,Belgium,EUR,,,,,,,,,,,,,
Belgium,EUR,"11,274,196",,16.10%,26.36%,0.00,non-malaria endemic,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.44%,100.00%,89.40%,89.75%,93.80%,89.00%,97.23%,96.00%,89.53%,93.60%,100.00%,42.20%,98.33%,84.40%,83.00%,94.17%,89.75%,91.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,,16.10%,,,,,,,100.00%,95.85%,96.90%,88.69%,97.40%,97.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Western Pacific,WPR,77.00%,,Belize,Both,All Ages,8.671845539,,Belize,AMR,0.00%,100.00%,,,,,,,,,,,
Belize,AMR,"359,288",CQ+PQ,0.40%,26.36%,8.67,19,0%,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.15%,100.00%,89.40%,89.75%,93.80%,100.00%,96.38%,96.00%,98.00%,93.60%,95.96%,42.20%,98.33%,84.40%,83.00%,94.17%,89.75%,91.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CQ+PQ,100%,8.67,19.00,0.40%,,,,,,,98.23%,90.12%,96.90%,96.70%,97.40%,97.00%,0.03,0.00,0.00,0.00,0.00,0.00,0.03,0.03,World,-,91.00%,,Benin,Both,All Ages,722666.6481,,Benin,AFR,100.00%,0.00%,,,,,,,,,,,
Benin,AFR,"10,575,952",AL,17.77%,30.42%,"722,666.65","1,044,235",100%,"722,666.65","1,044,235.00","317,621.48",100.00%,,,,,,,,,,,,,,,,,,99.25%,,,,,100.00%,,,94.40%,,,,,,,,,,99.25%,100.00%,89.40%,89.75%,93.80%,100.00%,97.12%,96.00%,94.40%,93.60%,91.91%,42.20%,97.62%,84.40%,83.00%,95.00%,89.75%,91.00%,"154,711.80",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"154,711.80",*,0%,0.00,0.00,17.77%,,,,,,,97.00%,86.83%,96.90%,49.85%,97.40%,97.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"154,711.80",,,,,Bermuda,Both,All Ages,0.324290625,,Bermuda,AMR,,,,,,,,,,,,,
Bermuda,AMR,"65,235",,0.40%,26.36%,0.32,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.15%,100.00%,89.40%,89.75%,93.80%,100.00%,96.38%,96.00%,98.00%,93.60%,95.96%,42.20%,98.33%,84.40%,83.00%,94.17%,89.75%,91.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.40%,,,,,,,98.23%,90.12%,96.90%,96.70%,97.40%,97.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Legend,,,,Bhutan,Both,All Ages,1484.207366,,Bhutan,SEA,40.00%,60.00%,,,,,,,,,,,
Bhutan,SEA,"787,386",AL,16.10%,26.36%,"1,484.21",19,40%,593.68,7.60,2.00,100.00%,,,,,,,,,,,,,,,,,,100.00%,,,,,,,,,,,,,,,,,,100.00%,100.00%,89.40%,89.75%,93.80%,89.00%,100.00%,96.00%,89.53%,93.60%,100.00%,42.20%,99.60%,84.40%,83.00%,92.50%,89.75%,91.00%,113.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,113.92,CQ+PQ,60%,890.52,11.40,16.10%,,100.00%,,,,,98.20%,100.00%,92.73%,97.53%,97.40%,97.00%,167.23,0.00,0.00,0.00,0.00,0.00,167.23,281.16,Drug Abbreviation,Drug Name,Source,,Bolivia,Both,All Ages,281.004389,,Bolivia,AMR,1.00%,99.00%,,,,,,,,,,,
Bolivia,AMR,"10,724,705",AS+MQ+PQ,0.40%,26.36%,281.00,"7,401",1%,2.81,74.01,19.51,,,,,,,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.15%,100.00%,89.40%,89.75%,93.80%,100.00%,96.38%,96.00%,98.00%,93.60%,95.96%,42.20%,98.33%,84.40%,83.00%,94.17%,89.75%,91.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,CQ+PQ,99%,278.19,"7,326.99",0.40%,89.58%,,,,,,89.58%,90.12%,96.90%,96.70%,97.40%,97.00%,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.01,AL,artemether-lumefantrine,https://docs.google.com/file/d/0B4yRDNEDbQfwN2JiMmY4NWQtYTIyNi00NTAyLTljYzYtOTY2ZDZjMWM5M2Nl/edit,,Bosnia and Herzegovina,Both,All Ages,2.94E-06,,"Bonaire, Saint Eustatius and Saba",AMR,,,,,,,,,,,,,
"Bonaire, Saint Eustatius and Saba",AMR,,,0.40%,26.36%,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.15%,100.00%,89.40%,89.75%,93.80%,100.00%,96.38%,96.00%,98.00%,93.60%,95.96%,42.20%,98.33%,84.40%,83.00%,94.17%,89.75%,91.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.40%,,,,,,,98.23%,90.12%,96.90%,96.70%,97.40%,97.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AM,artemether,,,Botswana,Both,All Ages,2975.202751,,Bosnia and Herzegovina,EUR,,,,,,,,,,,,,
Bosnia and Herzegovina,EUR,"3,535,961",,16.10%,26.36%,0.00,non-malaria endemic,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.44%,100.00%,89.40%,89.75%,93.80%,89.00%,97.23%,96.00%,89.53%,93.60%,100.00%,42.20%,98.33%,84.40%,83.00%,94.17%,89.75%,91.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,,16.10%,,,,,,,100.00%,95.85%,96.90%,88.69%,97.40%,97.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AQ,amodiaquine,https://docs.google.com/file/d/0B4yRDNEDbQfwZGQwMmEyZGYtNWM0MC00N2JlLTg2ZGUtZTY4YTBjYzM2YTAy/edit,,Brazil,Both,All Ages,9660.208689,,Botswana,AFR,100.00%,0.00%,,,,,,,,,,,
Botswana,AFR,"2,209,197",AL,17.77%,30.42%,"2,975.20","1,346",100%,"2,975.20","1,346.00",409.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.00%,100.00%,89.40%,89.75%,93.80%,88.00%,97.12%,96.00%,82.25%,93.60%,91.91%,42.20%,97.62%,84.40%,83.00%,95.00%,89.75%,91.00%,627.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,627.22,*,0%,0.00,0.00,17.77%,,,,,,,97.00%,86.83%,96.90%,49.85%,97.40%,97.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,627.22,MQ,mefloquine,https://docs.google.com/file/d/0B4yRDNEDbQfwY2I4MTI5NWUtODQwNS00OTYyLWFkMzMtOWYzMWMwN2YxYzlj/edit,,Brunei Darussalam,Both,All Ages,6.000237545,,Brazil,AMR,12.00%,88.00%,,,,,,,,,,,
Brazil,AMR,"205,962,108",AL+PQ; AS+MQ+PQ,0.40%,26.36%,"9,660.21","143,415",12%,"1,159.23","17,209.80","4,536.01",100.00%,,,,,,,,,,,,,,,,,,100.00%,,,,,,100.00%,,,,,97.25%,,,,,,,100.00%,100.00%,89.40%,89.75%,93.80%,100.00%,100.00%,96.00%,98.00%,93.60%,95.96%,97.25%,98.33%,84.40%,83.00%,94.17%,89.75%,91.00%,0.00,2.33,0.00,0.00,0.00,0.00,0.00,2.23,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.56,CQ+PQ,88%,"8,500.98","126,205.20",0.40%,98.90%,86.80%,,,97.40%,,98.90%,86.80%,96.90%,96.70%,97.40%,97.00%,33.76,0.00,0.00,0.00,0.00,0.00,33.76,38.33,AS,artesunate,https://docs.google.com/file/d/0B4yRDNEDbQfwY2I4MTI5NWUtODQwNS00OTYyLWFkMzMtOWYzMWMwN2YxYzlj/edit,,Bulgaria,Both,All Ages,5.31E-06,,British Virgin Islands,AMR,,,,,,,,,,,,,
British Virgin Islands,AMR,"30,113",,0.40%,26.36%,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.15%,100.00%,89.40%,89.75%,93.80%,100.00%,96.38%,96.00%,98.00%,93.60%,95.96%,42.20%,98.33%,84.40%,83.00%,94.17%,89.75%,91.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.40%,,,,,,,98.23%,90.12%,96.90%,96.70%,97.40%,97.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,DHA-PPQ,dihydroarteminisin-piperaquine,https://docs.google.com/file/d/0B4yRDNEDbQfwYWRmMWEyODMtN2UyMi00YTg2LTg3YWItMDFiNTZiN2Q4NGY2/edit,,Burkina Faso,Both,All Ages,2542834.981,,Brunei Darussalam,WPR,,,,,,,,,,,,,
Brunei Darussalam,WPR,"417,542",,16.10%,26.36%,6.00,non-malaria endemic,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.56%,100.00%,89.40%,89.75%,93.80%,85.00%,97.23%,96.00%,89.53%,93.60%,100.00%,42.20%,99.40%,84.40%,83.00%,94.17%,89.75%,91.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,,16.10%,,,,,,,98.08%,81.20%,97.92%,93.83%,97.40%,97.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Burundi,Both,All Ages,393113.0678,,Bulgaria,EUR,,,,,,,,,,,,,
Bulgaria,EUR,"7,177,991",,16.10%,26.36%,0.00,non-malaria endemic,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.44%,100.00%,89.40%,89.75%,93.80%,89.00%,97.23%,96.00%,89.53%,93.60%,100.00%,42.20%,98.33%,84.40%,83.00%,94.17%,89.75%,91.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,,16.10%,,,,,,,100.00%,95.85%,96.90%,88.69%,97.40%,97.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,QN,quinine,https://docs.google.com/document/d/1pBtjkDAHBg6XaiPvehVcEGhJ4yDinHKrQMrGpgs4gjw/edit,,Cambodia,Both,All Ages,68272.19346,,Burkina Faso,AFR,100.00%,0.00%,,,,,,,,,,,
Burkina Faso,AFR,"18,110,624",AL; AS+AQ,17.77%,30.42%,"2,542,834.98","5,428,655",100%,"2,542,834.98","5,428,655.00","1,651,215.90",94.50%,,,,,,,,,,,,93.00%,,,,,,93.85%,,,,,94.95%,100.00%,,97.20%,,,,98.10%,,,,,,93.85%,100.00%,89.40%,89.75%,93.80%,94.95%,100.00%,96.00%,97.20%,93.60%,91.91%,42.20%,98.10%,84.40%,83.00%,95.00%,89.75%,91.00%,"254,418.08",0.00,0.00,0.00,0.00,"258,005.20",0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"512,423.27",*,0%,0.00,0.00,17.77%,,,,,,,97.00%,86.83%,96.90%,49.85%,97.40%,97.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"512,423.27",SP,sulfadoxine-pyrimethamine,https://docs.google.com/file/d/0B4yRDNEDbQfwNGNmZGY4MjgtZTJjYy00ZTY1LWE3ZWEtMWQ3Y2E0MTFmODI5/edit,,Cameroon,Both,All Ages,1663995.807,,Burundi,AFR,100.00%,0.00%,,,,,,,,,,,
Burundi,AFR,"10,199,270",AS+AQ,17.77%,30.42%,"393,113.07","4,585,273",100%,"393,113.07","4,585,273.00","1,394,687.20",,,,,,,,,,,,,,,,,,,,,,,,94.80%,,,,,,,,,,,,,98.00%,100.00%,89.40%,89.75%,93.80%,94.80%,97.12%,96.00%,82.25%,93.60%,91.91%,42.20%,97.62%,84.40%,83.00%,95.00%,89.75%,91.00%,0.00,0.00,0.00,0.00,0.00,"79,621.79",0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"79,621.79",*,0%,0.00,0.00,17.77%,,,,,,,97.00%,86.83%,96.90%,49.85%,97.40%,97.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"79,621.79",,,,,Canada,Both,All Ages,5.05E-05,,Cambodia,WPR,61.00%,39.00%,,,,,,,,,,,
Cambodia,WPR,"15,517,635",AS+MQ; DHA-PPQ+PQ,16.10%,26.36%,"68,272.19","25,152",61%,"41,646.04","15,342.72","4,043.90",88.70%,,,,95.10%,,,,,,,,98.20%,,,,,,78.70%,,,,,,96.85%,,,,,,94.10%,,,,,,78.70%,100.00%,89.40%,89.75%,93.80%,85.00%,96.85%,96.00%,89.53%,93.60%,100.00%,42.20%,94.10%,84.40%,83.00%,94.17%,89.75%,91.00%,0.00,0.00,0.00,0.00,0.00,0.00,"3,846.71",0.00,0.00,0,0.00,0.00,0.00,"3,274.46",0.00,0.00,0.00,0.00,"7,121.18",DHA-PPQ,39%,"26,626.16","9,809.28",16.10%,,97.90%,94.67%,,,,98.08%,97.90%,94.67%,93.83%,97.40%,97.00%,0.00,0.00,"4,787.92",0.00,0.00,0.00,"4,787.92","11,909.10",,,,,Cape Verde,Both,All Ages,10.80279584,,Cameroon,AFR,100.00%,0.00%,,,,,,,,,,,
Cameroon,AFR,"22,834,522",AS+AQ,17.77%,30.42%,"1,663,995.81",no data,100%,"1,663,995.81",,,98.10%,,,,,85.70%,,,,,82.80%,,97.15%,,,,,,99.30%,,,,,96.30%,98.20%,,96.40%,,,,97.70%,,,,,,99.30%,100.00%,89.40%,89.75%,93.80%,96.30%,98.20%,96.00%,96.40%,93.60%,91.91%,42.20%,97.70%,84.40%,83.00%,95.00%,89.75%,91.00%,0.00,0.00,0.00,0.00,0.00,"343,461.97",0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"343,461.97",*,0%,0.00,,17.77%,,,,,,,97.00%,86.83%,96.90%,49.85%,97.40%,97.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"343,461.97",,,,,Central African Republic,Both,All Ages,447772.6293,,Canada,AMR,,,,,,,,,,,,,
Canada,AMR,"35,848,610",,0.40%,26.36%,0.00,non-malaria endemic,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.15%,100.00%,89.40%,89.75%,93.80%,100.00%,96.38%,96.00%,98.00%,93.60%,95.96%,42.20%,98.33%,84.40%,83.00%,94.17%,89.75%,91.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,,0.40%,,,,,,,98.23%,90.12%,96.90%,96.70%,97.40%,97.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Chad,Both,All Ages,804552.8176,,Cape Verde,AFR,100.00%,0.00%,,,,,,,,,,,
Cabo Verde,AFR,"532,913",AL,17.77%,30.42%,,26,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.00%,100.00%,89.40%,89.75%,93.80%,88.00%,97.12%,96.00%,82.25%,93.60%,91.91%,42.20%,97.62%,84.40%,83.00%,95.00%,89.75%,91.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,*,,0.00,0.00,17.77%,,,,,,,97.00%,86.83%,96.90%,49.85%,97.40%,97.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Chile,Both,All Ages,2.65E-05,,Cayman Islands,AMR,,,,,,,,,,,,,
Cayman Islands,AMR,"59,963",,0.40%,26.36%,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.15%,100.00%,89.40%,89.75%,93.80%,100.00%,96.38%,96.00%,98.00%,93.60%,95.96%,42.20%,98.33%,84.40%,83.00%,94.17%,89.75%,91.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.40%,,,,,,,98.23%,90.12%,96.90%,96.70%,97.40%,97.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,China,Both,All Ages,10615.07765,,Central African Republic,AFR,100.00%,0.00%,,,,,,,,,,,
Central African Republic,AFR,"4,546,100",AL,17.77%,30.42%,"447,772.63","295,088",100%,"447,772.63","295,088.00","89,755.93",96.20%,,,,,,,,,,,,,,,,,,96.20%,,,,96.60%,,,,,,,,,,,,,,96.20%,100.00%,89.40%,89.75%,96.60%,88.00%,97.12%,96.00%,82.25%,93.60%,91.91%,42.20%,97.62%,84.40%,83.00%,95.00%,89.75%,91.00%,"92,308.07",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"92,308.07",*,0%,0.00,0.00,17.77%,,59.10%,,,,,97.00%,59.10%,96.90%,49.85%,97.40%,97.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"92,308.07",,,,,Colombia,Both,All Ages,3985.958187,,Chad,AFR,100.00%,0.00%,,,,,,,,,,,
Chad,AFR,"14,009,413",AL; AS+AQ,26.90%,10.00%,"804,552.82","914,032",100%,"804,552.82","914,032.00","91,403.20",,,,,,,,,,,,,,,,,,,,,,,,100.00%,,,,,,,,,,,,,98.00%,100.00%,89.40%,89.75%,93.80%,100.00%,97.12%,96.00%,82.25%,93.60%,91.91%,42.20%,97.62%,84.40%,83.00%,95.00%,89.75%,91.00%,"144,009.31",0.00,0.00,0.00,0.00,"148,033.32",0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"292,042.62",*,0%,0.00,0.00,26.90%,,,,,,,97.00%,86.83%,96.90%,49.85%,97.40%,97.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"292,042.62",,,,,Comoros,Both,All Ages,3596.797305,,Chile,AMR,,,,,,,,,,,,,
Chile,AMR,"17,762,681",,0.40%,26.36%,0.00,non-malaria endemic,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.15%,100.00%,89.40%,89.75%,93.80%,100.00%,96.38%,96.00%,98.00%,93.60%,95.96%,42.20%,98.33%,84.40%,83.00%,94.17%,89.75%,91.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,,0.40%,,,,,,,98.23%,90.12%,96.90%,96.70%,97.40%,97.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Congo,Both,All Ages,197674.6375,,China,WPR,3.00%,79.00%,,,,,,,,,,,
China,WPR,"1,371,220,000",DHA-PPQ; AS+AQ; ART+NQ; ART+PPQ,16.10%,26.36%,"10,615.08",56,3%,318.45,1.68,0.44,,,,,,,,,,,,,100.00%,,,,,,100.00%,,,,,,,,,,,100%,98.85%,,,,,,100.00%,100.00%,89.40%,89.75%,93.80%,85.00%,97.23%,96.00%,89.53%,93.60%,100.00%,100.00%,98.85%,84.40%,83.00%,94.17%,89.75%,91.00%,0.00,0.00,0.00,13.45,14.16,12.62,0.00,0.00,0.00,0,0.00,0.00,15.07,0.00,0.00,0.00,0.00,0.00,55.30,CQ+PQ,79%,"8,385.91",44.24,16.10%,100.00%,100.00%,,,,,100.00%,100.00%,97.92%,93.83%,97.40%,97.00%,"1,609.22",0.00,0.00,0.00,0.00,0.00,"1,609.22","1,664.52",,,,,Costa Rica,Both,All Ages,19.733215,,"China, Hong Kong SAR",WPR,,,,,,,,,,,,,
"China, Hong Kong SAR",WPR,"7,305,700",,16.10%,26.36%,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.56%,100.00%,89.40%,89.75%,93.80%,85.00%,97.23%,96.00%,89.53%,93.60%,100.00%,42.20%,99.40%,84.40%,83.00%,94.17%,89.75%,91.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,16.10%,,,,,,,98.08%,81.20%,97.92%,93.83%,97.40%,97.00%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Côte d'Ivoire,Both,All Ages,2288468.265,,"China, Macao SAR",WPR,,,,,,,,,,,,,
